Code,D_P,Description
T63081,D,"Efecto tóxico de veneno de otra serpiente de África y Asia, accidental (no intencionado)"
T63081A,D,"Efecto tóxico de veneno de otra serpiente de África y Asia, accidental (no intencionado), contacto inicial"
T63081D,D,"Efecto tóxico de veneno de otra serpiente de África y Asia, accidental (no intencionado), contacto sucesivo"
T63081S,D,"Efecto tóxico de veneno de otra serpiente de África y Asia, accidental (no intencionado), secuela"
T63082,D,"Efecto tóxico de veneno de otra serpiente de África y Asia, autolesión intencionada"
T63082A,D,"Efecto tóxico de veneno de otra serpiente de África y Asia, autolesión intencionada, contacto inicial"
T63082D,D,"Efecto tóxico de veneno de otra serpiente de África y Asia, autolesión intencionada, contacto sucesivo"
T63082S,D,"Efecto tóxico de veneno de otra serpiente de África y Asia, autolesión intencionada, secuela"
T63083,D,"Efecto tóxico de veneno de otra serpiente de África y Asia, agresión"
T63083A,D,"Efecto tóxico de veneno de otra serpiente de África y Asia, agresión, contacto inicial"
T63083D,D,"Efecto tóxico de veneno de otra serpiente de África y Asia, agresión, contacto sucesivo"
T63083S,D,"Efecto tóxico de veneno de otra serpiente de África y Asia, agresión, secuela"
T63084,D,"Efecto tóxico de veneno de otra serpiente de África y Asia, intencionalidad sin determinar"
T63084A,D,"Efecto tóxico de veneno de otra serpiente de África y Asia, intencionalidad sin determinar, contacto inicial"
T63084D,D,"Efecto tóxico de veneno de otra serpiente de África y Asia, intencionalidad sin determinar, contacto sucesivo"
T63084S,D,"Efecto tóxico de veneno de otra serpiente de África y Asia, intencionalidad sin determinar, secuela"
T6309,D,Efecto tóxico de veneno de otra serpiente
T63091,D,"Efecto tóxico de veneno de otra serpiente, accidental (no intencionado)"
T63091A,D,"Efecto tóxico de veneno de otra serpiente, accidental (no intencionado), contacto inicial"
T63091D,D,"Efecto tóxico de veneno de otra serpiente, accidental (no intencionado), contacto sucesivo"
T63091S,D,"Efecto tóxico de veneno de otra serpiente, accidental (no intencionado), secuela"
T63092,D,"Efecto tóxico de veneno de otra serpiente, autolesión intencionada"
T63092A,D,"Efecto tóxico de veneno de otra serpiente, autolesión intencionada, contacto inicial"
T63092D,D,"Efecto tóxico de veneno de otra serpiente, autolesión intencionada, contacto sucesivo"
T63092S,D,"Efecto tóxico de veneno de otra serpiente, autolesión intencionada, secuela"
T63093,D,"Efecto tóxico de veneno de otra serpiente, agresión"
T63093A,D,"Efecto tóxico de veneno de otra serpiente, agresión, contacto inicial"
T63093D,D,"Efecto tóxico de veneno de otra serpiente, agresión, contacto sucesivo"
T63093S,D,"Efecto tóxico de veneno de otra serpiente, agresión, secuela"
T63094,D,"Efecto tóxico de veneno de otra serpiente, intencionalidad sin determinar"
T63094A,D,"Efecto tóxico de veneno de otra serpiente, intencionalidad sin determinar, contacto inicial"
T63094D,D,"Efecto tóxico de veneno de otra serpiente, intencionalidad sin determinar, contacto sucesivo"
T63094S,D,"Efecto tóxico de veneno de otra serpiente, intencionalidad sin determinar, secuela"
T631,D,Efecto tóxico de veneno de otros reptiles
T6311,D,Efecto tóxico de veneno de monstruo de Gila
T63111,D,"Efecto tóxico de veneno de monstruo de Gila, accidental (no intencionado)"
T63111A,D,"Efecto tóxico de veneno de monstruo de Gila, accidental (no intencionado), contacto inicial"
T63111D,D,"Efecto tóxico de veneno de monstruo de Gila, accidental (no intencionado), contacto sucesivo"
T63111S,D,"Efecto tóxico de veneno de monstruo de Gila, accidental (no intencionado), secuela"
T63112,D,"Efecto tóxico de veneno de monstruo de Gila, autolesión intencionada"
T63112A,D,"Efecto tóxico de veneno de monstruo de Gila, autolesión intencionada, contacto inicial"
T63112D,D,"Efecto tóxico de veneno de monstruo de Gila, autolesión intencionada, contacto sucesivo"
T63112S,D,"Efecto tóxico de veneno de monstruo de Gila, autolesión intencionada, secuela"
T63113,D,"Efecto tóxico de veneno de monstruo de Gila, agresión"
T63113A,D,"Efecto tóxico de veneno de monstruo de Gila, agresión, contacto inicial"
T63113D,D,"Efecto tóxico de veneno de monstruo de Gila, agresión, contacto sucesivo"
T63113S,D,"Efecto tóxico de veneno de monstruo de Gila, agresión, secuela"
T63114,D,"Efecto tóxico de veneno de monstruo de Gila, intencionalidad sin determinar"
T63114A,D,"Efecto tóxico de veneno de monstruo de Gila, intencionalidad sin determinar, contacto inicial"
T63114D,D,"Efecto tóxico de veneno de monstruo de Gila, intencionalidad sin determinar, contacto sucesivo"
T63114S,D,"Efecto tóxico de veneno de monstruo de Gila, intencionalidad sin determinar, secuela"
T6312,D,Efecto tóxico de veneno de otros lagartos venenosos
T63121,D,"Efecto tóxico de veneno de otros lagartos venenosos, accidental (no intencionado)"
T63121A,D,"Efecto tóxico de veneno de otros lagartos venenosos, accidental (no intencionado), contacto inicial"
T63121D,D,"Efecto tóxico de veneno de otros lagartos venenosos, accidental (no intencionado), contacto sucesivo"
T63121S,D,"Efecto tóxico de veneno de otros lagartos venenosos, accidental (no intencionado), secuela"
T63122,D,"Efecto tóxico de veneno de otros lagartos venenosos, autolesión intencionada"
T63122A,D,"Efecto tóxico de veneno de otros lagartos venenosos, autolesión intencionada, contacto inicial"
T63122D,D,"Efecto tóxico de veneno de otros lagartos venenosos, autolesión intencionada, contacto sucesivo"
T63122S,D,"Efecto tóxico de veneno de otros lagartos venenosos, autolesión intencionada, secuela"
T63123,D,"Efecto tóxico de veneno de otros lagartos venenosos, agresión"
T63123A,D,"Efecto tóxico de veneno de otros lagartos venenosos, agresión, contacto inicial"
T63123D,D,"Efecto tóxico de veneno de otros lagartos venenosos, agresión, contacto sucesivo"
T63123S,D,"Efecto tóxico de veneno de otros lagartos venenosos, agresión, secuela"
T63124,D,"Efecto tóxico de veneno de otros lagartos venenosos, intencionalidad sin determinar"
T63124A,D,"Efecto tóxico de veneno de otros lagartos venenosos, intencionalidad sin determinar, contacto inicial"
T63124D,D,"Efecto tóxico de veneno de otros lagartos venenosos, intencionalidad sin determinar, contacto sucesivo"
T63124S,D,"Efecto tóxico de veneno de otros lagartos venenosos, intencionalidad sin determinar, secuela"
T6319,D,Efecto tóxico de veneno de otros reptiles
T63191,D,"Efecto tóxico de veneno de otros reptiles, accidental (no intencionado)"
T63191A,D,"Efecto tóxico de veneno de otros reptiles, accidental (no intencionado), contacto inicial"
T63191D,D,"Efecto tóxico de veneno de otros reptiles, accidental (no intencionado), contacto sucesivo"
T63191S,D,"Efecto tóxico de veneno de otros reptiles, accidental (no intencionado), secuela"
T63192,D,"Efecto tóxico de veneno de otros reptiles, autolesión intencionada"
T63192A,D,"Efecto tóxico de veneno de otros reptiles, autolesión intencionada, contacto inicial"
T63192D,D,"Efecto tóxico de veneno de otros reptiles, autolesión intencionada, contacto sucesivo"
T63192S,D,"Efecto tóxico de veneno de otros reptiles, autolesión intencionada, secuela"
T63193,D,"Efecto tóxico de veneno de otros reptiles, agresión"
T63193A,D,"Efecto tóxico de veneno de otros reptiles, agresión, contacto inicial"
T63193D,D,"Efecto tóxico de veneno de otros reptiles, agresión, contacto sucesivo"
T63193S,D,"Efecto tóxico de veneno de otros reptiles, agresión, secuela"
T63194,D,"Efecto tóxico de veneno de otros reptiles, intencionalidad sin determinar"
T63194A,D,"Efecto tóxico de veneno de otros reptiles, intencionalidad sin determinar, contacto inicial"
T63194D,D,"Efecto tóxico de veneno de otros reptiles, intencionalidad sin determinar, contacto sucesivo"
T63194S,D,"Efecto tóxico de veneno de otros reptiles, intencionalidad sin determinar, secuela"
T632,D,Efecto tóxico de veneno de escorpión
T632X,D,Efecto tóxico de veneno de escorpión
T632X1,D,"Efecto tóxico de veneno de escorpión, accidental (no intencionado)"
T632X1A,D,"Efecto tóxico de veneno de escorpión, accidental (no intencionado), contacto inicial"
T632X1D,D,"Efecto tóxico de veneno de escorpión, accidental (no intencionado), contacto sucesivo"
T632X1S,D,"Efecto tóxico de veneno de escorpión, accidental (no intencionado), secuela"
T632X2,D,"Efecto tóxico de veneno de escorpión, autolesión intencionada"
T632X2A,D,"Efecto tóxico de veneno de escorpión, autolesión intencionada, contacto inicial"
T632X2D,D,"Efecto tóxico de veneno de escorpión, autolesión intencionada, contacto sucesivo"
T632X2S,D,"Efecto tóxico de veneno de escorpión, autolesión intencionada, secuela"
T632X3,D,"Efecto tóxico de veneno de escorpión, agresión"
T632X3A,D,"Efecto tóxico de veneno de escorpión, agresión, contacto inicial"
T632X3D,D,"Efecto tóxico de veneno de escorpión, agresión, contacto sucesivo"
T632X3S,D,"Efecto tóxico de veneno de escorpión, agresión, secuela"
T632X4,D,"Efecto tóxico de veneno de escorpión, intencionalidad sin determinar"
T632X4A,D,"Efecto tóxico de veneno de escorpión, intencionalidad sin determinar, contacto inicial"
T632X4D,D,"Efecto tóxico de veneno de escorpión, intencionalidad sin determinar, contacto sucesivo"
T632X4S,D,"Efecto tóxico de veneno de escorpión, intencionalidad sin determinar, secuela"
T633,D,Efecto tóxico de veneno de araña
T6330,D,Efecto tóxico de veneno de araña no especificado
T63301,D,"Efecto tóxico de veneno de araña no especificada, accidental (no intencionado)"
T63301A,D,"Efecto tóxico de veneno de araña no especificada, accidental (no intencionado), contacto inicial"
T63301D,D,"Efecto tóxico de veneno de araña no especificada, accidental (no intencionado), contacto sucesivo"
T63301S,D,"Efecto tóxico de veneno de araña no especificada, accidental (no intencionado), secuela"
T63302,D,"Efecto tóxico de veneno de araña no especificada, autolesión intencionada"
T63302A,D,"Efecto tóxico de veneno de araña no especificada, autolesión intencionada, contacto inicial"
T63302D,D,"Efecto tóxico de veneno de araña no especificada, autolesión intencionada, contacto sucesivo"
T63302S,D,"Efecto tóxico de veneno de araña no especificada, autolesión intencionada, secuela"
T63303,D,"Efecto tóxico de veneno de araña no especificada, agresión"
T63303A,D,"Efecto tóxico de veneno de araña no especificada, agresión, contacto inicial"
T63303D,D,"Efecto tóxico de veneno de araña no especificada, agresión, contacto sucesivo"
T63303S,D,"Efecto tóxico de veneno de araña no especificada, agresión, secuela"
T63304,D,"Efecto tóxico de veneno de araña no especificada, intencionalidad sin determinar"
T63304A,D,"Efecto tóxico de veneno de araña no especificada, intencionalidad sin determinar, contacto inicial"
T63304D,D,"Efecto tóxico de veneno de araña no especificada, intencionalidad sin determinar, contacto sucesivo"
T63304S,D,"Efecto tóxico de veneno de araña no especificada, intencionalidad sin determinar, secuela"
T6331,D,Efecto tóxico de veneno de viuda negra
T63311,D,"Efecto tóxico de veneno de viuda negra, accidental (no intencionado)"
T63311A,D,"Efecto tóxico de veneno de viuda negra, accidental (no intencionado), contacto inicial"
T63311D,D,"Efecto tóxico de veneno de viuda negra, accidental (no intencionado), contacto sucesivo"
T63311S,D,"Efecto tóxico de veneno de viuda negra, accidental (no intencionado), secuela"
T63312,D,"Efecto tóxico de veneno de viuda negra, autolesión intencionada"
T63312A,D,"Efecto tóxico de veneno de viuda negra, autolesión intencionada, contacto inicial"
T63312D,D,"Efecto tóxico de veneno de viuda negra, autolesión intencionada, contacto sucesivo"
T63312S,D,"Efecto tóxico de veneno de viuda negra, autolesión intencionada, secuela"
T63313,D,"Efecto tóxico de veneno de viuda negra, agresión"
T63313A,D,"Efecto tóxico de veneno de viuda negra, agresión, contacto inicial"
T63313D,D,"Efecto tóxico de veneno de viuda negra, agresión, contacto sucesivo"
T63313S,D,"Efecto tóxico de veneno de viuda negra, agresión, secuela"
T63314,D,"Efecto tóxico de veneno de viuda negra, intencionalidad sin determinar"
T63314A,D,"Efecto tóxico de veneno de viuda negra, intencionalidad sin determinar, contacto inicial"
T63314D,D,"Efecto tóxico de veneno de viuda negra, intencionalidad sin determinar, contacto sucesivo"
T63314S,D,"Efecto tóxico de veneno de viuda negra, intencionalidad sin determinar, secuela"
T6332,D,Efecto tóxico de veneno de tarántula
T63321,D,"Efecto tóxico de veneno de tarántula, accidental (no intencionado)"
T63321A,D,"Efecto tóxico de veneno de tarántula, accidental (no intencionado), contacto inicial"
T63321D,D,"Efecto tóxico de veneno de tarántula, accidental (no intencionado), contacto sucesivo"
T63321S,D,"Efecto tóxico de veneno de tarántula, accidental (no intencionado), secuela"
T63322,D,"Efecto tóxico de veneno de tarántula, autolesión intencionada"
T63322A,D,"Efecto tóxico de veneno de tarántula, autolesión intencionada, contacto inicial"
T63322D,D,"Efecto tóxico de veneno de tarántula, autolesión intencionada, contacto sucesivo"
T63322S,D,"Efecto tóxico de veneno de tarántula, autolesión intencionada, secuela"
T63323,D,"Efecto tóxico de veneno de tarántula, agresión"
T63323A,D,"Efecto tóxico de veneno de tarántula, agresión, contacto inicial"
T63323D,D,"Efecto tóxico de veneno de tarántula, agresión, contacto sucesivo"
T63323S,D,"Efecto tóxico de veneno de tarántula, agresión, secuela"
T63324,D,"Efecto tóxico de veneno de tarántula, intencionalidad sin determinar"
T63324A,D,"Efecto tóxico de veneno de tarántula, intencionalidad sin determinar, contacto inicial"
T63324D,D,"Efecto tóxico de veneno de tarántula, intencionalidad sin determinar, contacto sucesivo"
T63324S,D,"Efecto tóxico de veneno de tarántula, intencionalidad sin determinar, secuela"
T6333,D,Efecto tóxico de veneno de araña reclusa parda
T63331,D,"Efecto tóxico de veneno de araña reclusa parda, accidental (no intencionado)"
T63331A,D,"Efecto tóxico de veneno de araña reclusa parda, accidental (no intencionado), contacto inicial"
T63331D,D,"Efecto tóxico de veneno de araña reclusa parda, accidental (no intencionado), contacto sucesivo"
T63331S,D,"Efecto tóxico de veneno de araña reclusa parda, accidental (no intencionado), secuela"
T63332,D,"Efecto tóxico de veneno de araña reclusa parda, autolesión intencionada"
T63332A,D,"Efecto tóxico de veneno de araña reclusa parda, autolesión intencionada, contacto inicial"
T63332D,D,"Efecto tóxico de veneno de araña reclusa parda, autolesión intencionada, contacto sucesivo"
T63332S,D,"Efecto tóxico de veneno de araña reclusa parda, autolesión intencionada, secuela"
